"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"DMRC","Digimarc Corporation","24.9","181106539.5","n/a","1999","Technology","EDP Services","http://www.nasdaq.com/symbol/dmrc",
"DRAD","Digirad Corporation","2.4","46183389.6","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/drad",
"DGLY","Digital Ally, Inc.","6.359","13198511.476","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dgly",
"DCIN","Digital Cinema Destinations Corp.","5.8","31656400","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/dcin",
"DGIT","Digital Generation, Inc.","7.11","197447636.43","n/a","1996","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/dgit",
"DRIV","Digital River, Inc.","16.99","599200482.67","n/a","1998","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/driv",
"DCOM","Dime Community Bancshares, Inc.","14.54","523918555.02","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/dcom",
"DIOD","Diodes Incorporated","23.29","1072199750.35","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/diod",
"DTV","DIRECTV","63.74","35602130804.62","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/dtv",
"DISCA","Discovery Communications, Inc.","79.53","11610487037.16","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/disca",
"DISCB","Discovery Communications, Inc.","77.93","510199683.21","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/discb",
"DISCK","Discovery Communications, Inc.","70.06","6458089814.9","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/disck",
"DSCO","Discovery Laboratories, Inc.","1.6","85223579.2","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/dsco",
"DISH","DISH Network Corporation","39.33","8504384423.04","n/a","1995","Consumer Services","Television Services","http://www.nasdaq.com/symbol/dish",
"DVCR","Diversicare Healthcare Services Inc.","4.6","27402273.6","n/a","1991","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/dvcr",
"BAGR","Diversified Restaurant Holdings, Inc.","7.25","187916556.25","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bagr",
"DLHC","DLH Holdings Corp.","0.9","8386381.8","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/dlhc",
"DNBF","DNB Financial Corp","17","46658132","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/dnbf",
"DLTR","Dollar Tree, Inc.","50.24","11255681880.96","n/a","1995","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/dltr",
"DGICA","Donegal Group, Inc.","14.8","299731894","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/dgica",
"DGICB","Donegal Group, Inc.","19.99","512537083.26","n/a","1986","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/dgicb",
"DMLP","Dorchester Minerals, L.P.","25.23","773941124.13","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dmlp",
"DORM","Dorman Products, Inc.","44.45","1621497239.6","n/a","1981","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/dorm",
"HILL","Dot Hill Systems Corporation","2","117231938","n/a","n/a","Technology","Electronic Components","http://www.nasdaq.com/symbol/hill",
"DBLE","Double Eagle Petroleum Company","4.42","50061662.56","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dble",
"DBLEP","Double Eagle Petroleum Company","25.91","41715100","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/dblep",
"DOVR","Dover Saddlery, Inc.","3.76","20071549.28","n/a","2005","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/dovr",
"DRWI","DragonWave Inc","2.44","92856386.24","n/a","2009","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/drwi",
"DWA","Dreamworks Animation SKG, Inc.","21.3","1779947556.9","n/a","2004","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/dwa",
"DRYS","DryShips Inc.","1.91","771185886.04","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/drys",
"DSKX","DS Healthcare Group, Inc.","1.8399","22373209.7586","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/dskx",
"DSPG","DSP Group, Inc.","8.15","179309625.15","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/dspg",
"DTSI","DTS, Inc.","20.58","375846757.02","n/a","1985","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/dtsi",
"DNKN","Dunkin&#39; Brands Group, Inc.","40.5","4317295626","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dnkn",
"DRTX","Durata Therapeutics, Inc.","7.12","189581669.68","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/drtx",
"DRRX","Durect Corporation","0.8531","86926166.3853","n/a","2000","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/drrx",
"DXPE","DXP Enterprises, Inc.","58.28","827948992","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dxpe",
"DYAX","Dyax Corp.","2.61","261725381.64","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/dyax",
"BOOM","Dynamic Materials Corporation","16.2","221669573.4","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/boom",
"DRCO","Dynamics Research Corporation","4.92","51673279.08","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/drco",
"DYSL","Dynasil Corporation of America","0.509","7652578.315","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/dysl",
"DYNT","Dynatronics Corporation","2.584","6477839.936","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dynt",
"DVAX","Dynavax Technologies Corporation","2.54","464543173.02","n/a","2004","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dvax",
"ETFC","E*TRADE Financial Corporation","11.31","3243043741.08","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/etfc",
"EOPN","E2open, Inc.","14.79","376303789.17","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/eopn",
"EBMT","Eagle Bancorp Montana, Inc.","10.6422","41490585.507","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ebmt",
"EGBN","Eagle Bancorp, Inc.","24.15","564842780.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/egbn",
"EGLE","Eagle Bulk Shipping Inc.","4.64","77200784","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/egle",
"EROC","Eagle Rock Energy Partners, L.P.","8.73","1388507853.15","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eroc",
"ELNK","EarthLink, Inc.","5.7","587454414.6","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/elnk",
"EWBC","East West Bancorp, Inc.","26.04","3545993901.24","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ewbc",
"EML","Eastern Company (The)","14.75","91745132.75","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/eml",
"EIHI","Eastern Insurance Holdings, Inc.","18.58","146979115.22","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/eihi",
"EVBS","Eastern Virginia Bankshares, Inc.","5.25","31865142.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/evbs",
"EBAY","eBay Inc.","54.64","70911221230.56","n/a","1995","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ebay",
"EBIX","Ebix Inc","19.81","736336927.41","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ebix",
"ELON","Echelon Corporation","2.49","107234598.96","n/a","1998","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/elon",
"ECHO","Echo Global Logistics, Inc.","18.24","425211445.44","n/a","2009","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/echo",
"ECTE","Echo Therapeutics, Inc.","0.58","34974388.02","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ecte",
"SATS","EchoStar Corporation","38.58","1578767017.74","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sats",
"EEI","Ecology and Environment, Inc.","12.67","53862704","n/a","1987","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/eei",
"ECTY","Ecotality, Inc.","1.885","48312418.05","n/a","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/ecty",
"EDAP","EDAP TMS S.A.","3.7499","68894021.5271","n/a","1997","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/edap",
"EDGW","Edgewater Technology, Inc.","3.87","42261522.3","n/a","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/edgw",
"EDMC","Education Management Corporation","6.53","813647951.72","n/a","1984","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/edmc",
"EDUC","Educational Development Corporation","3.55","14095999.2","n/a","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/educ",
"EVAC","Edwards Group Limited","7.74","873446097.42","n/a","n/a","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/evac",
"EFUT","eFuture Information Technology Inc.","3.018","12003252.978","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/efut",
"EGAN","eGain Communications Corporation","7.71","192957399","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/egan",
"EHTH","eHealth, Inc.","24.26","472290259.34","n/a","2006","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ehth",
"BAGL","Einstein Noah Restaurant Group, Inc.","14.02","242738130.08","n/a","1995","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bagl",
"EMITF","Elbit Imaging Ltd.","2.27","56529376.43","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/emitf",
"ESLT","Elbit Systems Ltd.","42.58","1791676428.46","n/a","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/eslt",
"ESYS","Elecsys Corporation","5.56","21667297.76","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esys",
"ELRC","Electro Rent Corporation","17.64","423282842.64","n/a","n/a","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/elrc",
"ESIO","Electro Scientific Industries, Inc.","11.25","331906590","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esio",
"EA","Electronic Arts Inc.","22.77","6832731544.65","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ea",
"EFII","Electronics for Imaging, Inc.","26.91","1249216692.75","n/a","1992","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/efii",
"ELSE","Electro-Sensors, Inc.","4.26","14457315.36","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/else",
"RDEN","Elizabeth Arden, Inc.","47.15","1389865209.45","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/rden",
"ESBK","Elmira Savings Bank NY (The)","22.65","51531694.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esbk",
"LONG","eLong, Inc.","14.45","497983818.6","n/a","1987","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/long",
"ELTK","Eltek Ltd.","1.25","8262633.75","n/a","1997","Technology","Electrical Products","http://www.nasdaq.com/symbol/eltk",
"EMCI","EMC Insurance Group, Inc.","28.18","366647781.96","n/a","1982","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/emci",
"EMCF","Emclaire Financial Corp","25","44053950","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/emcf",
"EMKR","EMCORE Corporation","3.46","92428592.36","n/a","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/emkr",
"EMMS","Emmis Communications Corporation","1.6","58292680","n/a","1994","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/emms",
"EMMSP","Emmis Communications Corporation","11.95","33726724","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/emmsp",
"NYNY","Empire Resorts, Inc.","2.69","81100317.73","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/nyny",
"ERS","Empire Resources, Inc.","4.5399","38972326.6398","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/ers",
"ENTA","Enanta Pharmaceuticals, Inc.","20","356375920","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/enta",
"ECPG","Encore Capital Group Inc","34","793434880","n/a","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/ecpg",
"WIRE","Encore Wire Corporation","34.55","714050101.6","n/a","1992","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/wire",
"ENDP","Endo Health Solutions Inc.","33.88","3802721149.92","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/endp",
"ECYT","Endocyte, Inc.","14.02","504336076.32","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ecyt",
"ELGX","Endologix, Inc.","13.91","873533992.63","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/elgx",
"ERII","Energy Recovery, Inc.","3.72","189807048","n/a","2008","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/erii",
"EXXI","Energy XXI (Bermuda) Limited","25.59","2031200415.48","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/exxi",
"ENOC","EnerNOC, Inc.","17.84","539589674.72","n/a","2007","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/enoc",
"ENG","ENGlobal Corporation","0.561","15193036.221","n/a","1991","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/eng",
"ENPH","Enphase Energy, Inc.","8.15","339199968.2","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/enph",
"ESGR","Enstar Group Limited","126.94","1764364701.88","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/esgr",
"ENTG","Entegris, Inc.","9.93","1383466884.06","n/a","2000","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/entg",
"ETRM","EnteroMedics Inc.","1.04","57843000.8","n/a","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/etrm",
"EBTC","Enterprise Bancorp Inc","16.25","159434762.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ebtc",
"EFSC","Enterprise Financial Services Corporation","15.7","284267010.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/efsc",
"EGT","Entertainment Gaming Asia Incorporated","1.735","52092788.57","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/egt",
"ENMD","EntreMed, Inc.","1.77","47830777.26","n/a","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/enmd",
"ENTR","Entropic Communications, Inc.","4.21","377091990.24","n/a","1994","Technology","Semiconductors","http://www.nasdaq.com/symbol/entr",
"ENVI","Envivio, Inc.","1.71","46341212.04","n/a","1987","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/envi",
"ENZN","Enzon Pharmaceuticals, Inc.","3.16","138183835.92","n/a","1984","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/enzn",
"EONC","eOn Communications Corporation","0.83","2388203.82","n/a","2000","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eonc",
"EPIQ","EPIQ Systems, Inc.","11.91","431864853.63","n/a","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/epiq",
"PLUS","ePlus inc.","49.2","401023443.6","n/a","1996","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/plus",
"EQIX","Equinix, Inc.","214.08","10565679486.72","n/a","2000","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eqix",
"EAC           ","Erickson Air-Crane Incorporated","24.29","237070691.48","n/a","2001","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/eac           ",
"ERIC","Ericsson","11.64","38470200000","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/eric",
"ERIE","Erie Indemnity Company","80.17","3743902923.5","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/erie",
"ESBF","ESB Financial Corporation","12.31","180746880.61","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/esbf",
"ESCA","Escalade, Incorporated","6.25","84089668.75","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/esca",
"ESMC","Escalon Medical Corp.","1.5","11289645","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/esmc",
"ESSA","ESSA Bancorp, Inc.","10.69","133968576.6","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/essa",
"ESSX","Essex Rental Corporation","4.44","109461597.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/essx",
"CLWT","Euro Tech Holdings Company Limited","2.87","5938670.01","n/a","1997","Consumer Durables","Diversified Electronic Products","http://www.nasdaq.com/symbol/clwt",
"EEFT","Euronet Worldwide, Inc.","31.48","1569162373.96","n/a","1997","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/eeft",
"ESEA","Euroseas Ltd.","1.14","51664349.7","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/esea",
"EVEP","EV Energy Partners, L.P.","41.46","1766157856.8","n/a","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/evep",
"EVRY","EveryWare Global, Inc.","10.28","96477800","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evry",
"EVRYW","EveryWare Global, Inc.","1.34","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evryw",
"EVOL","Evolving Systems, Inc.","6.58","75107666.62","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/evol",
"EXA","Exa Corporation","8.28","110232410.04","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/exa",
"EXAS","EXACT Sciences Corporation","10.69","685177185.57","n/a","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exas",
"EXAC","Exactech, Inc.","18.14","243462382","n/a","1996","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/exac",
"EXAR","Exar Corporation","11.41","527104712.12","n/a","1985","Technology","Semiconductors","http://www.nasdaq.com/symbol/exar",
"EDS","Exceed Company Ltd.","1.18","38979528.82","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/eds",
"EXEL","Exelixis, Inc.","4.74","871220513.04","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exel",
"EXFO","EXFO Inc","4.45","127691357.15","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/exfo",
"XIDE","Exide Technologies","0.4498","35684536.654","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/xide",
"EXLS","ExlService Holdings, Inc.","29.06","948184674.96","n/a","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/exls",
"EXPE","Expedia, Inc.","59.04","7223045879.52","n/a","1999","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/expe",
"EXPD","Expeditors International of Washington, Inc.","39.33","8125955803.98","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/expd",
"EXPO","Exponent, Inc.","55.94","737577738.52","n/a","1985","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/expo",
"ESRX","Express Scripts Holding Company","62.68","51242717720","n/a","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/esrx",
"EXLP","Exterran Partners, L.P.","29.5","1457579689.5","n/a","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/exlp",
"EXTR","Extreme Networks, Inc.","3.46","321744611.12","n/a","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/extr",
"EZCH","EZchip Semiconductor Limited","26.55","751481607.6","n/a","n/a","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ezch",
"EZPW","EZCORP, Inc.","18.87","966301149.36","n/a","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/ezpw",
"FFIV","F5 Networks, Inc.","81.56","6426860305.2","n/a","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ffiv",
"FB","Facebook, Inc.","24.3125","58785330507.8125","n/a","1994","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fb",
"FRP","FairPoint Communications, Inc.","8.21","217378288.18","n/a","1986","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/frp",
"FWM","Fairway Group Holdings Corp.","21.15","873121237.2","n/a","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/fwm",
"FALC","FalconStor Software, Inc.","1.33","63799178.31","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/falc",
"DAVE","Famous Dave&#39;s of America, Inc.","11.89","90668062.97","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dave",
"FARM","Farmer Brothers Company","14.79","243287454.24","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/farm",
"FFKT","Farmers Capital Bank Corporation","20.87","155958129.06","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffkt",
"FMNB","Farmers National Banc Corp.","6.35","119348554.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmnb",
"FARO","FARO Technologies, Inc.","36.7","627251590.8","n/a","1997","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/faro",
"FAST","Fastenal Company","51.91","15399751984.21","n/a","1987","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/fast",
"FBSS","Fauquier Bankshares, Inc.","12.2166","45364413.8772","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbss",
"FBRC","FBR & Co","23.75","280377276.25","n/a","1970","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/fbrc",
"FDML","Federal-Mogul Corporation","9.42","931680390","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/fdml",
"FNHC","Federated National Holding Company","9.5","76827345.5","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/fnhc",
"FFCO","FedFirst Financial Corporation","18.5","46718808.5","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ffco",
"FEIC","FEI Company","71.08","2741546288.52","n/a","1995","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/feic",
"FHCO","Female Health Company (The)","8.94","256057611.54","n/a","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/fhco",
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","136.19","204285000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oneq",
"LION","Fidelity Southern Corporation","12.89","191570664.4","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lion",
"FDUS","Fidus Investment Corporation","18.98","260013625.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdus",
"FRGI","Fiesta Restaurant Group, Inc.","33.99","803480976.54","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/frgi",
"FSC","Fifth Street Finance Corp.","10.72","1294499442.4","n/a","2008","n/a","n/a","http://www.nasdaq.com/symbol/fsc",
"FSCFL","Fifth Street Finance Corp.","25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fscfl",
"FITB","Fifth Third Bancorp","18.25","15962266231.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fitb",
"FITBP","Fifth Third Bancorp","157.44","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fitbp",
"FNGN","Financial Engines, Inc.","42.34","2070661198.7","n/a","2010","Finance","Investment Managers","http://www.nasdaq.com/symbol/fngn",
"FISI","Financial Institutions, Inc.","19.87","274100410.82","n/a","1999","Finance","Major Banks","http://www.nasdaq.com/symbol/fisi",
"FNSR","Finisar Corporation","12.57","1174431478.71","n/a","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/fnsr",
"FBNC","First Bancorp","14.74","289925511.48","n/a","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/fbnc",
"FNLC","First Bancorp, Inc (ME)","16","170519744","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnlc",
"BUSE","First Busey Corporation","4.44","384908745.96","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/buse",
"FBIZ","First Business Financial Services, Inc.","29.05","113839919.9","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbiz",
"FCAL","First California Financial Group, Inc.","8.36","244487464.32","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcal",
"FCVA","First Capital Bancorp, Inc. (VA)","3.35","41234436.45","n/a","2007","Finance","Major Banks","http://www.nasdaq.com/symbol/fcva",
"FCAP","First Capital, Inc.","19.6201","54641919.6397","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fcap",
"FCFS","First Cash Financial Services, Inc.","54.09","1578510417.24","n/a","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fcfs",
"FCZA","First Citizens Banc Corp.","7.25","55882398.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcza",
"FCNCA","First Citizens BancShares, Inc.","196","1885312436","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcnca",
"FCLF","First Clover Leaf Financial Corp.","8.05","58838697.75","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fclf",
"FCBC","First Community Bancshares, Inc.","15.24","304574630.88","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcbc",
"FCCO","First Community Corporation","9.15","48407635.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcco",
"FBNK","First Connecticut Bancorp, Inc.","14.57","247460405.94","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/fbnk",
"FDEF","First Defiance Financial Corp.","22.79","222734213.49","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fdef",
"FFBH","First Federal Bancshares of Arkansas, Inc.","9.7","193006749.1","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ffbh",
